SELECT count(*), s.id, s.shopName
FROM tb_goods_item g
JOIN tb_seller s on g.shopId=s.id
GROUP BY s.id
ORDER BY count(*) desc;

count(*),id,shopName
1,108309379,谷蝶旗舰店
1,115249151,柏年车品旗舰店
1,145352914,凌远医疗器械旗舰店
1,108336113,hindar眼镜旗舰店
1,115557027,特莱滋旗舰店
1,145562945,展志天华旗舰店
1,108389217,施巴海外旗舰店
1,145706484,寻梦合伙人旗舰店
1,108440746,艾格蒙特旗舰店
1,70173019,盛旺服饰专营店
1,70295137,思锐旗舰
1,70501581,牛老爹旗舰店
1,57630132,吉意欧咖啡旗舰店
1,70697881,远港旗舰店
1,70853336,innisfree官方旗舰店
1,58370249,美达斯家居旗舰店
1,58884078,金鹏旗舰店
1,106359598,朗森旗舰店
1,116463371,天堂雨瑞专卖店
1,106551991,华科宠物用品专营店
1,116512905,安易飞旗舰店
1,106743242,lydoo旗舰店
1,116584650,魔香旗舰店
1,106842703,菲仕特运动户外专营店
1,116668685,北极绒优室家专卖店
1,106969890,神力旗舰店
1,73028092,铭塔玩具旗舰店
1,73204921,棉田家居官方旗舰店
1,62629667,宜朗家居旗舰店
1,73244308,生生旗舰店
1,62765944,普瑞斯登家居旗舰店
1,73376635,名将旗舰店
1,62890059,好太太官方旗舰店
1,73521238,雅湖烟具专营店
1,63042635,莱络服饰专营店
1,100082948,欧赢旗舰店
1,63095864,amourwedding旗舰店
1,114085340,康夫揭阳专卖店
1,114245380,森瑞斯烟具专营店
1,113123116,cgh旗舰店
1,114406295,优博特斯旗舰店
1,113273005,盛柏源旗舰店
1,114497654,湿鼻子旗舰店
1,113449788,安途森汽车用品专营店
1,114666635,stenders施丹兰旗舰店
1,113562559,红品爱家旗舰店
1,113799307,美力德武汉专卖店
1,102159157,韩源数码专营店
1,64212504,蕴特优能旗舰店
1,64450656,亚承汽车用品专营店
1,102352223,美的九鼎专卖店
1,64578954,广丰源数码专营店
1,102570227,dcshoecousa旗舰店
1,64661419,方太官方旗舰店
1,102728741,浪莎女装旗舰店
1,64872749,maxgear马盖先店
1,65114989,拉芳旗舰店
1,123341254,西洋景旗舰店
1,124939742,kidstar童星车品旗舰店
1,109881911,银元通家居专营店
1,127021544,卡拉丁汽车服务旗舰店
1,110070541,josiny卓诗尼茵诗曼专卖店
1,128167225,爱尔科旗舰店
1,110251040,井天户外专营店
1,129470535,仁和堂大药房旗舰店
1,110321181,妮歌旗舰店
1,104356366,sanho三禾旗舰店
1,104454465,帝弗润驰旗舰店
1,69001037,sofo官方旗舰店
1,104619107,康鹏旗舰店
1,69189814,tinge旗舰店
1,69311329,纽卡斯旗舰店
1,104843420,唐朝家纺旗舰店
1,108800419,娃娃小镇旗舰店
1,108995428,誉鹤家居专营店
1,109040643,溢莱家具旗舰店
1,109431485,古尚古旗舰店
1,109692200,客邻尚品海外旗舰店
1,108543680,parnis柏飞专卖店
1,108641917,易百购母婴专营店
1,68499059,塞博数码专营店
1,68584866,夜驴骑户外旗舰店
1,68722846,shunxiang旗舰店
1,60975411,大自然家具官方旗舰店
1,68823618,米兰床上用品旗舰店
1,68908684,比菲力旗舰店
1,61501505,银桑旗舰店
1,61725201,涌金大青专卖店
1,112298523,家宝奉沃专卖店
1,103063756,上源纺家居旗舰店
1,103117006,波力官方旗舰店
1,65222399,魅足地毯旗舰店
1,103306560,vibra乐器旗舰店
1,103438089,子初旗舰店
1,65984184,simwood旗舰店
1,103519318,安泰路斯轮胎旗舰店
1,66300413,国俊运动专营店
1,66480435,聚实惠户外专营店
1,112530211,靓宇车品专营店
1,112637532,crn旗舰店
1,105882266,axonus海外专营店
1,105971756,hango美伦专卖店
1,112780128,欧菲林水专卖店
1,106068375,智宏信家居专营店
1,112822755,驰跑旗舰店
1,112948278,齐泉家居旗舰店
1,106222214,樱舒旗舰店
1,71318409,可利丝旗舰店
1,60039641,零度尚品旗舰店
1,71594868,tiger虎牌官方旗舰店
1,60329764,361度官方旗舰店
1,71939304,深汕家居专营店
1,60407316,依波旗舰店
1,72140721,zoyu旗舰店
1,60532843,贝库化妆品专营店
1,116096650,莹玉家居旗舰店
1,116127924,绿轁手表专营店
1,116200831,卡姿兰瑞鼎诚专卖店
1,107511937,神马母婴专营
1,107604265,百变魔仙旗舰店
1,72545923,万象旗舰店
1,62137109,msshe旗舰店
1,72571314,SK-II官方旗舰店
1,62256763,东海世家旗舰店
1,72739666,仁博大药房旗舰店
1,62347663,卡奇洛旗舰店
1,62474783,南吉服饰专营店
1,62494513,小白熊旗舰店
1,116681976,千家监理旗舰店
1,116761725,豪峰豪迈专卖店
1,105510770,卡姿兰美诗专卖店
1,116845644,LA MER海蓝之谜官方旗舰店
1,105598489,艾诗祺男装旗舰店
1,117084769,lois洛伊丝旗舰店
1,105645000,骆易家旗舰店
1,117265886,顺天府旗舰店
1,105713989,zippo爱东专卖店
1,117449962,塔菲克旗舰店
1,101055838,奥康绿桃专卖店
1,101303680,翼扬汽车用品专营店
1,101495974,sabo尚比奥旗舰店
1,63440460,海伦凯勒眼镜旗舰店
1,101826119,足间舞鞋类旗舰店
1,63643018,高洁乐山专卖店
1,101974848,ldh雷遁旗舰店
1,63784399,四合地板旗舰店
1,102054043,虎翔旗舰店
1,63991290,布迪车品专营店
1,117683347,南十字星旗舰店
1,111080521,烤乐仕旗舰店
1,118063625,花立方旗舰店
1,111214459,南极人樱玛专卖店
1,118836782,林盾旗舰店
1,111315045,rex斑点专卖店
1,119898850,旺邦母婴专营店
1,111449663,米力运动专营店
1,121129492,philips智行豹专卖店
1,111603638,心家宜爱美居专卖店
1,111714803,宁彤汽车用品专营店
1,103772664,花缘坊旗舰店
1,66729356,乐康家居专营店
1,66841964,一口诺食品专营店
1,103990331,卡帝乐鳄鱼鞋类旗舰店
1,104209027,杰队保健品专营店
1,67137351,七匹狼箱包旗舰店
1,67263363,乐兜家居旗舰店
1,130806823,艺创客乐器专营店
1,135543614,正泰叮咚专卖店
1,111839603,巨欧旗舰店
1,140872059,璟泓万方堂大药房旗舰店
1,112006928,南极人情豪专卖店
1,143472668,空格动漫专营店
1,112053656,小酒窝家居旗舰店
1,112209409,米奇龙旗舰店
1,57299586,水星家纺旗舰店
1,57300458,太和旗舰店
1,100145068,舒休宝旗舰店
1,58977171,同城户外专营店
1,57301160,新韵古筝旗舰店
1,100270090,万达凯旋数码专营店
1,59160580,瑞美特旗舰店
1,100330136,阑珊树旗舰店
1,59299955,尚品天下食品专营店
1,57303342,英子著衣旗舰店
1,100646469,bekvan旗舰店
1,59522870,绿菲尔旗舰店
1,100889920,fitwall旗舰店
1,110552063,达利集团旗舰店
1,110820514,babyfeet旗舰店
1,105016354,禾木林数码专营店
1,110870221,三颗糖食品专营店
1,105151550,六齐家居专营店
1,110971234,金三塔浙江专卖店
1,105246605,好孩子汽车用品旗舰店
1,111026379,优卡航旗舰店
1,105412554,adream旗舰店
1,112315161,宜加美旗舰店
1,112349303,bellroy官方海外旗舰店
1,107830843,carod卡罗德旗舰店
1,112449738,爱儿宝乐宝贝跳跳旗舰店
1,148237670,潘易园林旗舰店
1,107924851,国筝御雅乐器专营店
1,112469209,爱的曼语旗舰店
1,108017662,臻萃旗舰店
1,108144128,瑞乐尔旗舰店
1,67350953,欣蕾眼镜专营店
1,68067003,盛世锦尚家居专营店
1,67412624,美晶旗舰店
1,68301170,好食好吃食品专营店
1,67539595,天狮烟具专营店
1,68381191,希乐旗舰店
1,67626690,玉竹堂旗舰店
1,67714890,源顺家居专营店
1,114690875,百视达眼镜专营店
1,114802623,cochenille旗舰店
1,108188546,德力西乐水专卖店
1,108260445,正帆旗舰店
1,115095764,唯派运动专营店
1,108313788,趣乐乐器专营店
1,115279508,驰远汽车用品专营店
1,145400244,begin家纺旗舰店
1,108350060,kingfitness运动旗舰店
1,115572754,帕莎俊雅专卖店
1,145602045,赤尾旗舰店
1,108409044,久木林林旗舰店
1,145727697,门窗港旗舰店
1,70126616,幸福密码旗舰店
1,148143357,虎牌盛隆专卖店
1,70247100,可优比旗舰店
1,70391991,瑞福祥家居旗舰店
1,57582147,浪莎内衣专营店
1,70539661,万代官方旗舰店
1,58943719,oiwas启胜专卖店
1,116279767,圣路堡旗舰店
1,116382831,常鑫凯越骋专卖店
1,106436670,康曦木业旗舰店
1,116479863,kfn凯夫妮旗舰店
1,106562779,苏庭美居旗舰店
1,106780674,艾浪沃尔达专卖店
1,116593239,tiger虎牌鸿程力达专卖店
1,106889844,不莱玫旗舰店
1,106989128,舒美之秀旗舰店
1,73120555,顿好旗舰店
1,73228923,兰芝官方旗舰店
1,73291467,特威玺达家居专营店
1,62801753,登月运动专营店
1,73419753,洲强服饰旗舰店
1,62928189,四合院鞋类旗舰店
1,63182625,高夫印象旗舰店
1,113824143,诺奇眼镜专营店
1,114137793,亚瑞家居专营店
1,113064763,米马对碰旗舰店
1,114284686,十月皇后旗舰店
1,113179746,美匡手表旗舰店
1,114440129,anta安踏翔润专卖店
1,113415933,南极人户外旗舰店
1,114546272,馨约旗舰店
1,113474605,匠格格旗舰店
1,114677895,jsdun金仕盾旗舰店
1,102097665,集酷服饰专营店
1,102168606,蓓莱乐旗舰店
1,64247498,玲珑格格家居旗舰店
1,102417112,奥康国际官方旗舰店
1,64636788,澳麟旗舰店
1,102575723,韵克鞋类旗舰店
1,64759550,雅特茂旗舰店
1,102911224,富尔顿旗舰店
1,64973143,翔跃旗舰店
1,123911917,月好旗舰店
1,109763551,轩男旗舰店
1,126107720,雅漾官方旗舰店
1,109918294,康奈男鞋官方旗舰店
1,127689469,鲁阳家居专营店
1,128318265,wanpy顽皮宠物用品旗舰店
1,110395979,法兰芭比旗舰店
1,110523972,joyflower旗舰店
1,104408251,纳绎旗舰店
1,68968301,竹禾木生活旗舰店
1,104490963,文宠宠物用品专营店
1,69013014,达令河车品旗舰店
1,104675707,superte舒美特旗舰店
1,69218865,飞利浦润氏专卖店
1,104811560,上海奥悦家居专营店
1,104892255,卡姿兰悦美专卖店
1,69773935,世纪大明眼镜专营店
1,70080922,车太太汽车用品旗舰店
1,108864481,李医生化妆品旗舰店
1,108467762,揽梦家居旗舰店
1,109007909,宽容旗舰店
1,108497393,海康威视蓝水专卖店
1,109318078,西子纱旗舰店
1,108529999,众汇旗舰店
1,109562578,吉美多家居专营店
1,108539864,好孩子乐适专卖店
1,109713831,naturallyjojo手表旗舰店
1,108547429,天奕家纺旗舰店
1,108659019,懒妈妈旗舰店
1,68521620,特居家居专营店
1,68617480,小毛驴旗舰店
1,60757502,三枪官方旗舰店
1,68775483,宠趣宠物用品专营店
1,68890013,ourspop旗舰店
1,61260091,典男家居专营店
1,61575154,优之良品食品专营店
1,61784611,澳格斯汽车用品专营
1,103080353,卡佳旗舰店
1,65160147,奥舟家居旗舰店
1,103180145,爱哆哆旗舰店
1,103354141,升高海专卖店
1,65729634,全友家居官方旗舰店
1,103542825,心家宜家居旗舰店
1,66583458,多格萨萨蜜旗舰店
1,112615753,斯道普车品旗舰店
1,112653360,茗豪海外专营店
1,105914836,美年大健康旗舰店
1,112748740,badese巴德士旗舰店
1,105988540,stamida速美达旗舰店
1,112789456,linkfair凌丰喜派专卖店
1,106083424,动之美运动专营店
1,112895087,怡奥旗舰店
1,106232108,生活家装饰旗舰店
1,71201216,科特豪斯家居旗舰店
1,60137818,安安汽车用品专营店
1,71701387,赛希运动户外专营店
1,60293625,好时巧克力旗舰店
1,60365792,居元素家居旗舰店
1,72011462,洛克运动户外专营店
1,60413551,yijan旗舰店
1,115737096,五十五度旗舰店
1,115902366,gamesir旗舰店
1,107184108,飒爽旗舰店
1,116107471,icecoorel酷睿冰尊旗舰店
1,116137602,枚凯家居专营店
1,107691909,爱偲玛旗舰店
1,72251187,优居宝家纺旗舰店
1,72423597,青婉田旗舰店
1,72562305,耀星旗舰店
1,62213146,环拓服饰专营店
1,72624065,纽麦旗舰店
1,72881048,黛安芬官方旗舰店
1,62484295,顺凯汽车用品专营店
1,116742786,纳份爱旗舰店
1,116777187,杰尼特旗舰店
1,105526285,瑷雅轩旗舰店
1,116909709,来一客旗舰店
1,117139901,烁宇照明旗舰店
1,105662668,索妮迪菲旗舰店
1,117344056,nakabayashi慕情专卖店
1,105845459,熙元家居旗舰店
1,101113246,左轮乐器专营店
1,101415181,斯柏达旗舰店
1,63459453,黑白调旗舰店
1,101988140,布先生旗舰店
1,63850665,风速户外专营店
1,64071253,一朵家居旗舰店
1,117548108,第一卫旗舰店
1,117739849,佰丝堂哈顿专卖店
1,111148705,婺思车品专营店
1,118338935,尼的生活旗舰店
1,111289892,童泰无疆专卖店
1,119062359,琴叶优泽专卖店
1,111398295,康润居家日用专营店
1,120357667,merdor旗舰店
1,111548745,光释家居专营店
1,122769943,stanley史丹利品禾专卖店
1,111666592,聚千数码专营店
1,103604908,极之鲜食品专营店
1,103727369,宜捷家居旗舰店
1,66699989,飞科鼎发专卖店
1,103798062,gtb古登堡旗舰店
1,66755689,芝华仕官方旗舰店
1,103896951,caino坤利达专卖店
1,66879108,绿匙食品专营店
1,104133708,雅居汇旗舰店
1,67019978,天霸旗舰店
1,104310417,新柜尔旗舰店
1,67170165,蔻丝旗舰店
1,111735724,佳仕立静旗舰店
1,111889225,无名印象旗舰店
1,142761251,佰瑞屋医疗器械旗舰店
1,112013592,简印服饰旗舰店
1,112125912,黑白果旗舰店
1,112168175,新欣彤服饰旗舰店
1,57299311,相宜本草官方旗舰店
1,100096029,博世金乾盛专卖店
1,57300523,多样屋家居
1,100179231,莱夫箱包旗舰店
1,59093657,爱华仕旗舰店
1,57301204,crd克徕帝官方旗舰店
1,100313762,新爱琴乐器专营店
1,59211142,雅轩斋旗舰店
1,100480295,瑞尔家居专营店
1,59348092,欣启程箱包专营店
1,100763049,酷尾巴旗舰店
1,59669023,舒华旗舰店
1,100942177,徐记驰坤专卖店
1,59929004,友芳旗舰店
1,104972738,全友家私友成通达专卖店
1,105087508,phealth碧荷旗舰店
1,110907163,欧姆龙官方旗舰店
1,105169128,绿润旗舰店
1,110997231,欧苏缦旗舰店
1,105303950,思帕客旗舰店
1,111040801,幽兰芬芳旗舰店
1,105418637,厚生家居专营店
1,112320747,克克定制旗舰店
1,107715740,淮南古今内衣专营店
1,112376067,llumar龙膜旗舰店
1,107839578,九瑞车品专营店
1,112452032,findpop旗舰店
1,148538347,奥义健与美专卖店
1,112489288,普华力拓旗舰店
1,112504605,天露服饰专营店
1,108092908,cmon旗舰店
1,67832950,秀观唐服饰旗舰店
1,67286661,万马堂户外专营店
1,67984962,玛丁图旗舰店
1,68079379,珀兰家居旗舰店
1,67466056,月影凯顿家居旗舰店
1,68347150,西尚玫瑰家居旗舰店
1,68412544,美的卡梅拉专卖店
1,67731128,飞利浦新顶华专卖店
1,114704577,宝仕塔母婴专营店
1,114837506,BLACKMORES海外旗舰店
1,115012279,ram旗舰店
1,108269739,爱潮鸟旗舰店
1,115211764,喵管家旗舰店
1,108323646,红光办公旗舰店
1,115408893,君丰烟具专营店
1,145551368,佰翔空厨食品旗舰店
1,108361617,大金空净官方旗舰店
1,145668816,贝特诚品宠物用品专营店
1,108418133,isaly旗舰店
1,147990782,聋康医疗器械专营店
1,70159227,zhuaimao拽猫旗舰店
1,148188572,布丁瓷艺旗舰店
1,70275818,车舞飞扬车品专营店
1,70475926,哈尔斯官方旗舰店
1,70620408,suncha双枪旗舰店
1,57950585,天时鲜花专营店
1,70831039,水漾家纺旗舰店
1,58230924,淘喜陶瓷专营店
1,58877071,高哥诚信专卖店
1,116231144,康巴丝青松专卖店
1,116364131,大地之鹰旗舰店
1,106337893,宜鹏居家日用专营店
1,116408326,toto桑诺专卖店
1,106501632,osprey旗舰店
1,116483188,GNC健安喜官方海外旗舰店
1,106624616,涌金旗舰店
1,106827082,韩酷烟具专营店
1,116661528,光威户外旗舰店
1,106949312,libbey利比旗舰店
1,107018831,佐拉奴旗舰店
1,72952472,祯意烟具专营店
1,73198475,翰光户外旗舰店
1,62622680,princesong旗舰店
1,73239947,万家乐兴典专卖店
1,62731150,赣春旗舰店
1,73318973,越古旗舰店
1,62833972,vosloo旗舰店
1,73481628,星扉旗舰店
1,62929913,东居家居旗舰店
1,100062715,韵之堂旗舰店
1,63093229,慧妈妈母婴专营店
1,63278167,gl家居旗舰店
1,113925614,捷骏汽车用品专营店
1,114224138,toutou旗舰店
1,114400338,六宜居旗舰店
1,113246735,犬印本铺母婴旗舰店
1,114489332,福明轩旗舰店
1,113424952,怡斐尚旗舰店
1,114637892,babycare旗舰店
1,113499428,尊迪鞋类专营店
1,113772369,康巴丝润通专卖店
1,102130786,伊人家居旗舰店
1,102185488,七匹狼卓朗专卖店
1,64264254,floris汇丰专卖店
1,102301677,马应龙大药房旗舰店
1,64483240,奥鹏家居旗舰店
1,102441527,骆驼箱包旗舰店
1,64657368,成楷恒业家居专营店
1,102688294,casio络克专卖店
1,64997396,葛莱官方旗舰店
1,123251853,奥瑞驰旗舰店
1,109878810,广绩堂大药房旗舰店
1,126904044,中鑫之宝旗舰店
1,109968711,融昌迅维车品专营店
1,127928244,红瑞纺织旗舰店
1,110236125,cigr8旗舰店
1,129118222,青蛙家居旗舰店
1,110301095,扬州州际乐器专营店
1,110415977,funrest芬璐旗舰店
1,104426992,kiddyears旗舰店
1,68998183,东莞强迪家居专营店
1,104576492,reebaby旗舰店
1,69165553,方龙数码专营店
1,104684833,璐瑶欧选专卖店
1,69289733,chbaby旗舰店
1,104821366,迪威诺旗舰店
1,69589891,华克斯电器专营店
1,104951673,云宠宠物用品专营店
1,69925993,清香玫瑰家居旗舰店
1,108769764,雅汐旗舰店
1,108954825,凡萨帝旗舰店
1,108486351,好孩子百旺贝贝专卖店
1,109030028,本博中煌专卖店
1,108509565,wilson官方旗舰店
1,109400500,hugmii旗舰店
1,109584695,静语嫣家居旗舰店
1,108541930,金盛阳光家居专营店
1,109739216,贝茜旗舰店
1,108613438,neeu旗舰店
1,68489341,柑晟鞋类专营店
1,68549210,茶礼世家旗舰店
1,60855044,kingmagic旗舰店
1,68799960,至信烟具专营店
1,61137965,大圣母婴专营店
1,68905897,初语旗舰店
1,68932308,恒冠运动专营店
1,103086998,晶嘉悦旗舰店
1,65207694,camel旗舰店
1,103381756,索尔旗舰店
1,65885654,美德乐旗舰店
1,103518312,橙舍旗舰店
1,66291053,苏菲亚旗舰店
1,103560133,浪莎慕斯专卖店
1,66449710,岚木食品专营店
1,105873403,vvqi旗舰店
1,112674693,凤之星旗舰店
1,105958830,recluse旗舰店
1,112768222,美的中盛枫专卖店
1,106005334,kidsing旗舰店
1,112790604,青叶旗舰店
1,106102119,特普瑞斯家居专营店
1,112925700,北极绒若兰专卖店
1,106264241,ogawa奥佳华旗舰店
1,71249469,恒源祥汽车用品旗舰店
1,60014226,天美意teenmix官方旗舰店
1,60182614,胖胖熊数码专营店
1,71714922,美洲野牛旗舰店
1,60328289,灵动汽车用品专营店
1,71905981,nitro箱包旗舰店
1,72103545,优贝宜旗舰店
1,60430309,炫车汽车用品专营店
1,60515991,斐格旗舰店
1,115927441,婴爱旗舰店
1,107139652,钓鱼王旗舰店
1,116045359,mozves茉莉香水旗舰店
1,107278011,onlycook旗舰店
1,116119562,喜福来丹溪专卖店
1,107301990,居安思家居专营店
1,116191878,远岸家居专营店
1,107462775,惠仁堂大药房旗舰店
1,107546431,百年立乐家居专营店
1,72341846,宝恋旗舰店
1,62106167,highmax旗舰店
1,72565741,友澳家具旗舰店
1,62254867,康福禄旗舰店
1,72675534,联合丽家旗舰店
1,72821129,乐扣乐扣倍儿专卖店
1,62431420,宾胜汽车用品专营店
1,62486311,伯帝酷奇旗舰店
1,116676364,zippo芝宝琦品专卖店
1,116754728,万家乐大耳兔专卖店
1,105495854,悦步淘科专卖店
1,116801135,山卡拉母婴专营店
1,105588161,七匹狼品迪专卖店
1,117062441,创得优百专卖店
1,105642629,巧媳妇五金旗舰店
1,117229136,半岛饰品旗舰店
1,105712428,莱茵手表旗舰店
1,117416799,布洛德旗舰店
1,105797743,淮安乐享食品专营店
1,105873381,辉豹旗舰店
1,101005067,da德克旗舰店
1,101239680,蔓诗兰旗舰店
1,63324230,十格格家居旗舰店
1,101468989,礼祥缘旗舰店
1,101710111,子乐湾旗舰店
1,101962990,1869旗舰店
1,63747868,格峰旗舰店
1,102023052,木澜之春旗舰店
1,63971514,国富黄金旗舰店
1,64186145,东马仕车品专营店
1,117639057,fasato凡萨帝每缘专卖店
1,117824774,托瑞斯旗舰店
1,111186013,艺浦旗舰店
1,118438392,lavaguitar旗舰店
1,111291658,戈瑞思旗舰店
1,119422786,钻先生珠宝旗舰店
1,120713463,司米橱柜官方旗舰店
1,111593884,暴龙品尊专卖店
1,111682883,abo艾宝旗舰店
1,103704396,阳光百惠旗舰店
1,103771202,为伊家居专营店
1,66709845,子依家居旗舰店
1,103870070,山山旗舰店
1,103975997,福乐明旗舰店
1,66958389,霞琪母婴专营店
1,104160527,西卡丹旗舰店
1,67110876,舒菲娅母婴专营店
1,67251682,信诺鞋类旗舰店
1,130757709,明月眼镜旗舰
1,131287349,宝声乐器专营
1,111827749,达迈母婴专营店
1,137462338,MOROCCANOIL海外旗舰店
1,111977238,月烨家居旗舰店
1,112044143,奕隆车品专营店
1,144477232,babyfun贝缤纷旗舰店
1,112149875,celica赛丽卡汽车用品旗舰
1,145192534,日康旗舰店
1,112199807,豫洋车品专营店
1,57299374,LAISLA旗舰店
1,57299926,名冠运动品牌专营店
1,100123892,neiwai内衣旗舰店
1,100222696,嘉炜旗舰店
1,59117349,伊丽雅佳旗舰店
1,100327556,巧媳妇家居旗舰店
1,59264775,卡贝官方旗舰店
1,100577850,aesop伊索旗舰店
1,59472103,哈他淘宝官方旗舰店
1,100815758,voyjoy旗舰店
1,59810741,超迅汽车用品专营店
1,59981440,驰钦车品专营店
1,110532901,水木语旗舰店
1,110733576,铁血尖兵运动户外专营店
1,104996073,爱巧食品专营店
1,110865176,翼驰车品专营店
1,105141922,帕森旗舰店
1,110915600,四季家园旗舰店
1,105239712,polisi运动户外旗舰店
1,111015128,木马人家具旗舰店
1,105392652,kobold酷波德旗舰店
1,111045358,慕容世家旗舰店
1,105432253,恒艺箱包专营店
1,102947306,沃生旗舰店
1,112338530,博美居家日用专营店
1,107780100,福儿宝旗舰店
1,112445414,衍生家居专营店
1,148235520,静馨之氧医疗器械专营店
1,107897429,凯乐居旗舰店
1,112466373,闻野香车品专营店
1,108040294,五月格格旗舰店
1,108134577,玥玛中山专卖店
1,67755414,法丽莎家居旗舰店
1,67873222,小林日化官方旗舰店
1,68046812,新珀旗舰店
1,67393074,妙朗家居旗舰店
1,68236325,dreasylife家居旗舰店
1,68365881,天纵家居旗舰店
1,68475313,sweetnight家居旗舰店
1,67694825,哥弟官方旗舰店
1,114726775,海盗猫旗舰店
1,108176186,恒韵乐器专营店
1,114861274,mennyo旗舰店
1,108260272,嘉士嘉旗舰店
1,115062498,迈仕宠物用品专营店
1,145268832,迈卡盾旗舰店
1,108310485,vapsint维思德旗舰店
1,115254647,蓝浣熊旗舰店
1,145355286,baili百利旗舰店
1,108336402,凯霸旗舰店
1,115558352,米其林驰加官方旗舰店
1,145567861,llumar龙膜首畅专卖店
1,108405211,山山地板旗舰店
1,108465121,圣绵旗舰店
1,148016149,馥绿德雅旗舰店
1,70205960,亿淘电器专营店
1,57303664,螃蟹秘密内衣旗舰店
1,70515986,eirmai旗舰店
1,57631779,AK男装旗舰店
1,57981998,凡客家居专营店
1,70873247,北京同仁堂健康旗舰店
1,58924747,潮宏基珠宝旗舰店
1,116261736,联盛瀚海办公用品专营店
1,116373535,驰森宠物用品专营店
1,116468604,舒城睿宝母婴专营店
1,106561267,红丫头化妆品专营店
1,106764039,志高空调官方旗舰店
1,116591882,冠豪眼镜旗舰店
1,106854662,奥施洛旗舰店
1,106980970,风采人家旗舰店
1,73057829,玛氏宠物食品官方旗舰店
1,73211590,nuckily旗舰店
1,62641371,孕婴港湾旗舰店
1,73245788,广州力象车品专营店
1,62767099,丰禾力健食品专营店
1,62907218,格莱美汽车用品专营
1,100004185,南台月旗舰
1,63131791,宜栖母婴旗舰店
1,114114823,百丽迪芬旗舰店
1,114275679,利业车品专营店
1,113153788,九州速配汽车用品专营店
1,114416458,帕朵兰蝶旗舰店
1,113313371,友合家纺专营店
1,114499694,麦欧力旗舰店
1,113466808,多米阳光旗舰店
1,113562580,好享家旗舰店
1,113800069,esong奢品海外专营店
1,102068015,森淼旗舰店
1,102159241,木月旗舰店
1,64215778,驹尚汽车用品专营店
1,102221351,恋佳缘旗舰店
1,64451347,龟兔家居旗舰店
1,102358158,七匹狼涵德专卖店
1,64585238,芬腾官方旗舰店
1,102570821,邦顿手表旗舰店
1,64674712,黛梦思家纺旗舰店
1,102748343,所望官方旗舰店
1,64889001,雅诗旗舰店
1,65130572,木石有约旗舰店
1,123346259,红双喜官方旗舰店
1,125307080,sandisk闪迪酷萌专卖店
1,109895914,walkallen旗舰店
1,127349821,凡猎旗舰店
1,110102140,贝瑞迪旗舰店
1,110266714,美浓烧旗舰店
1,110366978,智慧帆旗舰店
1,110462492,cima旗舰店
1,104358044,凯恩斯旗舰店
1,104472425,轶超旗舰店
1,104637715,lilac紫丁香旗舰店
1,69191619,如亲旗舰店
1,104741468,童依柜母婴专营店
1,69377458,遐内衣旗舰店
1,104858471,cajerin旗舰店
1,70030185,泽坤手表专营店
1,108804388,电装旗舰店
1,108491262,changxie长协电子旗舰店
1,109042332,艾情草之恋旗舰店
1,108521615,minimoto祥翼专卖店
1,109523677,卓臣旗舰店
1,108536568,naturehike旗舰店
1,108544162,乐光旗舰店
1,108643730,非浅旗舰店
1,68610414,墙蛙旗舰店
1,68726918,卡姿兰官方旗舰店
1,60986537,尚动运动户外专营店
1,68873494,克奈圃官方旗舰店
1,61178494,方回春堂旗舰店
1,68908816,蓝澜旗舰店
1,61505302,爱尚鲜花旗舰店
1,61746783,和购旗舰店
1,112301643,好象箱包旗舰店
1,103068736,铮舍旗舰店
1,65320212,耐威克官方旗舰店
1,103341467,云端旗舰店
1,65693608,五福金牛旗舰店
1,103500342,创健旗舰店
1,66488048,苏泊尔炊具旗舰店
1,112610099,苏时力旗舰店
1,112637896,硕图旗舰店
1,105906243,青节家居旗舰店
1,112680956,车精灵淘色专卖店
1,112780588,卡卡妮亚旗舰店
1,106070106,热多家居专营店
1,106140425,锐天运动专营店
1,112957277,初牛旗舰店
1,106225795,华海家居专营店
1,71179862,正然旗舰店
1,71487661,百特好旗舰店
1,60072094,旺通食品专营店
1,71615266,魔术八千玩具专营店
1,60244183,维氏和兴专卖店
1,71732373,乔山旗舰店
1,60348540,我要要饰品专营店
1,71955116,NIKE官方旗舰店
1,72226767,米路数码专营店
1,60495579,香山旗舰店
1,115867943,鸿星尔克童装旗舰店
1,115939241,嘉年华若青禾专卖店
1,107163644,septwolves尹贝专卖店
1,116097777,雅润家居专营店
1,107287136,海尔润轩专卖店
1,116134404,schiesser舒雅苗顺专卖店
1,107412984,动之恋旗舰店
1,116206032,七彩格子饰品旗舰店
1,107605430,优合旗舰店
1,72380427,恒源祥旗舰店
1,61956785,青罗汽车用品专营店
1,72547026,techwood旗舰店
1,62147762,adidas官方旗舰店
1,72580559,晶飞旗舰店
1,62269739,美乐家居专营
1,72741025,安源味道食品专营店
1,62353490,卡卡买车品旗舰店
1,72837584,派丽蒙官方旗舰店
1,62476032,卡蜜琪旗舰店
1,62495720,玛丽黛佳旗舰店
1,116763673,童年时光海外旗舰店
1,116849231,车行天下车品旗舰店
1,105598568,切瑞西家居旗舰店
1,117106502,和堂悦舍旗舰店
1,105649424,雅宝福旗舰店
1,117266283,七匠坊旗舰店
1,105842519,宝亲母婴专营店
1,101061860,亮海兴汽车用品专营店
